exchange,name,token,trading_symbol,lot_size,tick_size
NSE,SGBN28VIII,1342,SGBN28VIII-GB,1,0.01
NSE,SGBMR29XII,2810,SGBMR29XII-GB,1,0.01
NSE,SGBMAY29I,3742,SGBMAY29I-GB,1,0.01
NSE,SGBMAY28,18972,SGBMAY28-GB,1,0.01
NSE,SGBMAY26,2891,SGBMAY26-GB,1,0.01
NSE,SGBMAY25,20980,SGBMAY25-GB,1,0.01
NSE,SGBNOV24,19203,SGBNOV24-GB,1,0.01
NSE,772TIL34,25078,772TIL34-N0,1,0.01
NSE,SGBOCT25IV,304,SGBOCT25IV-GB,1,0.01
NSE,SGBOCT25V,355,SGBOCT25V-GB,1,0.01
NSE,1035CCSP26,23390,1035CCSP26-N2,1,0.01
NSE,762NTPC35F,10751,762NTPC35F-ND,1,0.01
NSE,762NABAR29,23254,762NABAR29-N3,1,0.01
NSE,1102NFL26,17352,1102NFL26-N8,1,0.01
NSE,10SCL30A,18868,10SCL30A-BV,1,0.01
NSE,10NIDO26,17866,10NIDO26-N6,1,0.01
NSE,1119NFL27,23125,1119NFL27-ND,1,0.01
NSE,773LIC34,23248,773LIC34-N2,1,0.01
NSE,SGBSEP31II,19456,SGBSEP31II-GB,1,0.01
NSE,SGBSEP29VI,5575,SGBSEP29VI-GB,1,0.01
NSE,SGBSEP28VI,149,SGBSEP28VI-GB,1,0.01
NSE,SGBSEP27,13209,SGBSEP27-GB,1,0.01
NSE,SGBOCT27VI,14252,SGBOCT27VI-GB,1,0.01
NSE,SGBOCT27,13981,SGBOCT27-GB,1,0.01
NSE,SGBOCT26,5960,SGBOCT26-GB,1,0.01
NSE,SGBMAR31IV,14598,SGBMAR31IV-GB,1,0.01
NSE,SGBDEC25XI,729,SGBDEC25XI-GB,1,0.01
NSE,SGBMAR30X,8401,SGBMAR30X-GB,1,0.01
NSE,774IREDA31,20030,774IREDA31-N7,1,0.01
NSE,SGBJAN27,8308,SGBJAN27-GB,1,0.01
NSE,SGBJAN26,945,SGBJAN26-GB,1,0.01
NSE,10ISFL26,20771,10ISFL26-N3,1,0.01
NSE,SGBJ28VIII,17110,SGBJ28VIII-GB,1,0.01
NSE,10IIFLSF27,24139,10IIFLSF27-NB,1,0.01
NSE,10IIFL29,19045,10IIFL29-N6,1,0.01
NSE,10NFL25,23117,10NFL25-N9,1,0.01
NSE,756RECL27,24500,756RECL27-N0,1,0.01
NSE,SGBFEB32IV,22886,SGBFEB32IV-GB,1,0.01
NSE,760PFC29,22793,760PFC29-N0,1,0.01
NSE,SGBFEB29XI,2200,SGBFEB29XI-GB,1,0.01
NSE,SGBFEB28IX,17664,SGBFEB28IX-GB,1,0.01
NSE,SGBFEB27,8766,SGBFEB27-GB,1,0.01
NSE,SGBDEC26,7654,SGBDEC26-GB,1,0.01
NSE,760PFCL35,19976,760PFCL35-N3,1,0.01
NSE,SGBJAN29IX,1920,SGBJAN29IX-GB,1,0.01
NSE,SGBJAN29X,2003,SGBJAN29X-GB,1,0.01
NSE,761LIC34,25042,761LIC34-N0,1,0.01
NSE,SGBMAR25,20467,SGBMAR25-GB,1,0.01
NSE,1035CCSP27,23604,1035CCSP27-N3,1,0.01
NSE,SGBJUN31I,17202,SGBJUN31I-GB,1,0.01
NSE,SGBJUN30,10232,SGBJUN30-GB,1,0.01
NSE,SGBJUN29II,3743,SGBJUN29II-GB,1,0.01
NSE,774LIC28,25047,774LIC28-N0,1,0.01
NSE,SGBJUN28,19078,SGBJUN28-GB,1,0.01
NSE,SGBJUN27,10261,SGBJUN27-GB,1,0.01
NSE,SGBJUL29IV,5113,SGBJUL29IV-GB,1,0.01
NSE,SGBJUL28IV,22242,SGBJUL28IV-GB,1,0.01
NSE,SGBJUL27,11154,SGBJUL27-GB,1,0.01
NSE,SGBJUL25,21477,SGBJUL25-GB,1,0.01
NSE,SGBJU29III,3800,SGBJU29III-GB,1,0.01
NSE,SGBJAN30IX,7879,SGBJAN30IX-GB,1,0.01
NSE,TPL26,20622,TPL26-N3,1,0.01
NSE,SGBMAR28X,18451,SGBMAR28X-GB,1,0.01
NSE,1025ICCL26,15231,1025ICCL26-NT,1,0.01
NSE,10SCL31A,23961,10SCL31A-ZO,1,0.01
NSE,1015SCL29B,25558,1015SCL29B-N1,1,0.01
NSE,1075SCL33B,20118,1075SCL33B-NW,1,0.01
NSE,1075SCL34,23970,1075SCL34-ZR,1,0.01
NSE,1075SCL34C,25570,1075SCL34C-N1,1,0.01
NSE,1075UCL25,22837,1075UCL25-N9,1,0.01
NSE,769HUDCO31,19930,769HUDCO31-N9,1,0.01
NSE,0SCL26,23289,0SCL26-YR,1,0.01
NSE,1050NFL26,17349,1050NFL26-N7,1,0.01
NSE,750IRFC35,11757,750IRFC35-NK,1,0.01
NSE,769IGT28,3451,769IGT28-NH,1,0.01
NSE,1050ISFL28,20784,1050ISFL28-N5,1,0.01
NSE,1077IIFL30,23024,1077IIFL30-N7,1,0.01
NSE,755PFC27,23109,755PFC27-NA,1,0.01
NSE,755PGCI34,23571,755PGCI34-N2,1,0.01
NSE,0SCL27,23299,0SCL27-YW,1,0.01
NSE,769LIC34,22633,769LIC34-N0,1,0.01
NSE,135VCCL25,23414,135VCCL25-N0,1,0.01
NSE,12VCCL27A,25812,12VCCL27A-N0,1,0.01
NSE,1090NFL26,23121,1090NFL26-NB,1,0.01
NSE,755RECL26,24805,755RECL26-N0,1,0.01
NSE,1050IIFL29,24143,1050IIFL29-ND,1,0.01
NSE,1050ICCL28,15240,1050ICCL28-NV,1,0.01
NSE,TCHF30,16894,TCHF30-NB,1,0.01
NSE,769NHAI31,14529,769NHAI31-NE,1,0.01
NSE,1049DLSL25,8067,1049DLSL25-NX,1,0.01
NSE,1092GPUI25,24037,1092GPUI25-N0,1,0.01
NSE,0MOFSL27,23704,0MOFSL27-N3,1,0.01
NSE,755DDL39,22944,755DDL39-N0,1,0.01
NSE,1075SCL33A,18902,1075SCL33A-N2,1,0.01
NSE,757IRFC29,21621,757IRFC29-NP,1,0.01
NSE,768IREDA33,20848,768IREDA33-N8,1,0.01
NSE,12VCCL27,25464,12VCCL27-N0,1,0.01
NSE,754BOI34,24516,754BOI34-N0,1,0.01
NSE,105UCL2026,22841,105UCL2026-NB,1,0.01
NSE,1060ECL29,7986,1060ECL29-NS,1,0.01
NSE,1278VCCL25,24326,1278VCCL25-N0,1,0.01
NSE,757NHB31,21394,757NHB31-N8,1,0.01
NSE,1065NFL27,23123,1065NFL27-NC,1,0.01
NSE,768LIC34,23907,768LIC34-N4,1,0.01
NSE,11UCL26,22843,11UCL26-NC,1,0.01
NSE,1050SCL30,20111,1050SCL30-NU,1,0.01
NSE,768SID27,24171,768SID27-N0,1,0.01
NSE,757IREDL29,23155,757IREDL29-NB,1,0.01
NSE,0RL34,25706,0RL34-N0,1,0.01
NSE,12VCCL29,25466,12VCCL29-N0,1,0.01
NSE,768SIDBI27,23252,768SIDBI27-N3,1,0.01
NSE,776TIL34,23892,776TIL34-N1,1,0.01
NSE,1075NFL25,17347,1075NFL25-N6,1,0.01
NSE,SCLZC25E,20982,SCLZC25E-Y4,1,0.01
NSE,1050SCFL31,23311,1050SCFL31-Z2,1,0.01
NSE,1075SCFL34,23319,1075SCFL34-Z6,1,0.01
NSE,1075SCL33,21042,1075SCL33-YK,1,0.01
NSE,10CAGL27,12465,10CAGL27-N5,1,0.01
NSE,757LICH29,25849,757LICH29-N0,1,0.01
NSE,105IIFL29,19047,105IIFL29-N7,1,0.01
NSE,1050UCL25,11230,1050UCL25-N7,1,0.01
NSE,768SIDB27,22668,768SIDB27-N2,1,0.01
NSE,0MOFSL26,23700,0MOFSL26-N1,1,0.01
NSE,1650RARL27,24693,1650RARL27-N0,1,0.01
NSE,1003IIFL29,24141,1003IIFL29-NC,1,0.01
NSE,1003SCFL31,23315,1003SCFL31-Z4,1,0.01
NSE,SCLZC26G,21008,SCLZC26G-YA,1,0.01
NSE,1049DLS25A,9528,1049DLS25A-Y5,1,0.01
NSE,1003SCL30,18874,1003SCL30-BW,1,0.01
NSE,751NHB31,23626,751NHB31-NC,1,0.01
NSE,1003ICCL28,15249,1003ICCL28-NX,1,0.01
NSE,SCLZC26F,21003,SCLZC26F-Y9,1,0.01
NSE,SCLZC26E,20088,SCLZC26E-NP,1,0.01
NSE,1003SCL31,23967,1003SCL31-ZQ,1,0.01
NSE,SCLZC26D,20082,SCLZC26D-NO,1,0.01
NSE,SCLZC26C,19772,SCLZC26C-NB,1,0.01
NSE,1003ISFL28,20779,1003ISFL28-N4,1,0.01
NSE,1003SCL31A,25566,1003SCL31A-N1,1,0.01
NSE,10157PCP27,24549,10157PCP27-N0,1,0.01
NSE,1015CLIX25,21331,1015CLIX25-N0,1,0.01
NSE,SCLZC26B,17535,SCLZC26B-AY,1,0.01
NSE,SCLZC26A,18638,SCLZC26A-NF,1,0.01
NSE,1015ECL29,7975,1015ECL29-NR,1,0.01
NSE,1015SCFL29,23303,1015SCFL29-YY,1,0.01
NSE,1015SCL28,20102,1015SCL28-NR,1,0.01
NSE,1015SCL28A,14710,1015SCL28A-AL,1,0.01
NSE,1015SCL28B,17542,1015SCL28B-AZ,1,0.01
NSE,SCLZC26,18630,SCLZC26-NB,1,0.01
NSE,1015SCL29,23952,1015SCL29-ZL,1,0.01
NSE,1010CLIX25,21601,1010CLIX25-N1,1,0.01
NSE,1050SCL31A,25564,1050SCL31A-N1,1,0.01
NSE,1003SCL30A,20116,1003SCL30A-NV,1,0.01
NSE,751HUDCO28,29312,751HUDCO28-N5,1,0.01
NSE,777IREDA27,21308,777IREDA27-N9,1,0.01
NSE,758RECL29,23894,758RECL29-NQ,1,0.01
NSE,TCL26,23578,TCL26-NG,1,0.01
NSE,753RECL34,23749,753RECL34-NP,1,0.01
NSE,1050SCL31,23964,1050SCL31-ZP,1,0.01
NSE,ANURAS,23687,ANURAS-W1,1,0.05
NSE,ELECTCAST,18116,ELECTCAST-W1,33340,0.05
NSE,704MZ30,22019,704MZ30-SG,100,0.01
NSE,704MP30,21965,704MP30-SG,100,0.01
NSE,70AP39B,6564,70AP39B-SG,100,0.01
NSE,70AP39A,5567,70AP39A-SG,100,0.01
NSE,705AP35,5527,705AP35-SG,100,0.01
NSE,709KA30,20313,709KA30-SG,100,0.01
NSE,70AP39,318,70AP39-SG,100,0.01
NSE,70AP38A,6563,70AP38A-SG,100,0.01
NSE,704UP31,7534,704UP31-SG,100,0.01
NSE,709KA35,25827,709KA35-SG,100,0.01
NSE,709HR29,8569,709HR29-SG,100,0.01
NSE,709GS2054,24949,709GS2054-GS,1,0.01
NSE,705AS30,20774,705AS30-SG,100,0.01
NSE,704ML30,22012,704ML30-SG,100,0.01
NSE,705AS31,25489,705AS31-SG,100,0.01
NSE,709TS40,5998,709TS40-SG,100,0.01
NSE,709UP30,22096,709UP30-SG,100,0.01
NSE,704MH29,2542,704MH29-SG,100,0.01
NSE,704KL34,5539,704KL34-SG,100,0.01
NSE,704JK36,3697,704JK36-SG,100,0.01
NSE,709WB40,472,709WB40-SG,100,0.01
NSE,70AP38,3758,70AP38-SG,100,0.01
NSE,704MZ33,2143,704MZ33-SG,100,0.01
NSE,704WB35,315,704WB35-SG,100,0.01
NSE,709KL36,4748,709KL36-SG,100,0.01
NSE,709TN30,8489,709TN30-SG,100,0.01
NSE,704TS51,3767,704TS51-SG,100,0.01
NSE,704TS32,7315,704TS32-SG,100,0.01
NSE,704TN30A,8134,704TN30A-SG,100,0.01
NSE,LOWVOLIETF,21254,LOWVOLIETF-EQ,1,0.01
NSE,704TN30,7812,704TN30-SG,100,0.01
NSE,LOWVOL1,8632,LOWVOL1-EQ,1,0.01
NSE,704RJ36,4780,704RJ36-SG,100,0.01
NSE,704UP30,22085,704UP30-SG,100,0.01
NSE,704UK30,22170,704UK30-SG,100,0.01
NSE,LIQUIDIETF,4838,LIQUIDIETF-EQ,1,0.01
NSE,704RJ30,22048,704RJ30-SG,100,0.01
NSE,709RJ35,25825,709RJ35-SG,100,0.01
NSE,709RJ32,8191,709RJ32-SG,100,0.01
NSE,LOWVOL,14786,LOWVOL-EQ,1,0.01
NSE,709PY34,25832,709PY34-SG,100,0.01
NSE,LIQUIDSBI,19705,LIQUIDSBI-EQ,1,0.01
NSE,709MP30,21991,709MP30-SG,100,0.01
NSE,LIQUIDSHRI,24374,LIQUIDSHRI-EQ,1,0.01
NSE,70GA31,6483,70GA31-SG,100,0.01
NSE,70CG29,25351,70CG29-SG,100,0.01
NSE,709TS34,5343,709TS34-SG,100,0.01
NSE,LTGILTBEES,17700,LTGILTBEES-EQ,1,0.01
NSE,705AP31,21237,705AP31-SG,100,0.01
NSE,705GJ28,24838,705GJ28-SG,100,0.01
NSE,MASPTOP50,5782,MASPTOP50-EQ,1,0.01
NSE,705HP35,2233,705HP35-SG,100,0.01
NSE,706KL39,5545,706KL39-SG,100,0.01
NSE,706KL38,4790,706KL38-SG,100,0.01
NSE,706JK33,6484,706JK33-SG,100,0.01
NSE,706GS2046,7184,706GS2046-GS,1,0.01
NSE,706GS2028,14970,706GS2028-GS,1,0.01
NSE,706GJ32,8189,706GJ32-SG,100,0.01
NSE,706MZ34,5992,706MZ34-SG,100,0.01
NSE,706GJ29,24839,706GJ29-SG,100,0.01
NSE,706AP30,20737,706AP30-SG,100,0.01
NSE,705WB36A,7319,705WB36A-SG,100,0.01
NSE,705WB36,6001,705WB36-SG,100,0.01
NSE,705WB31,2265,705WB31-SG,100,0.01
NSE,708CG29,2380,708CG29-SG,100,0.01
NSE,705WB30,22143,705WB30-SG,100,0.01
NSE,706CG29,2740,706CG29-SG,100,0.01
NSE,705UK31,7535,705UK31-SG,100,0.01
NSE,706TN29,25006,706TN29-SG,100,0.01
NSE,706TS41,4792,706TS41-SG,100,0.01
NSE,MAHKTECH,7074,MAHKTECH-EQ,1,0.01
NSE,707TN38,7318,707TN38-SG,100,0.01
NSE,708AP35,6485,708AP35-SG,100,0.01
NSE,708AP40,6487,708AP40-SG,100,0.01
NSE,707RJ46,3763,707RJ46-SG,100,0.01
NSE,707MP32,460,707MP32-SG,100,0.01
NSE,706TN29A,25105,706TN29A-SG,100,0.01
NSE,707MH32,25491,707MH32-SG,100,0.01
NSE,707HR37,4784,707HR37-SG,100,0.01
NSE,MAKEINDIA,7979,MAKEINDIA-EQ,1,0.01
NSE,707GJ31,2381,707GJ31-SG,100,0.01
NSE,707AS31,2266,707AS31-SG,100,0.01
NSE,706WB36,4782,706WB36-SG,100,0.01
NSE,706UK30,22166,706UK30-SG,100,0.01
NSE,707JK30,20796,707JK30-SG,100,0.01
NSE,705UK29,25765,705UK29-SG,100,0.01
NSE,705TS41,3725,705TS41-SG,100,0.01
NSE,708CG30,22159,708CG30-SG,100,0.01
NSE,708KA34A,6212,708KA34A-SG,100,0.01
NSE,708KA34B,25831,708KA34B-SG,100,0.01
NSE,708MH31,2383,708MH31-SG,100,0.01
NSE,708MP29,8351,708MP29-SG,100,0.01
NSE,708PY26,22025,708PY26-SG,100,0.01
NSE,708RJ30,22035,708RJ30-SG,100,0.01
NSE,708KA34,468,708KA34-SG,100,0.01
NSE,708TS42,6488,708TS42-SG,100,0.01
NSE,708UP32,25829,708UP32-SG,100,0.01
NSE,708WB41,6361,708WB41-SG,100,0.01
NSE,709AP39,5968,709AP39-SG,100,0.01
NSE,705JH30,22198,705JH30-SG,100,0.01
NSE,709AS32,8187,709AS32-SG,100,0.01
NSE,705HR40,321,705HR40-SG,100,0.01
NSE,708UP31,2264,708UP31-SG,100,0.01
NSE,705KL30,21899,705KL30-SG,100,0.01
NSE,MAFANG,3507,MAFANG-EQ,1,0.01
NSE,708KA31,20797,708KA31-SG,100,0.01
NSE,705TS35,5526,705TS35-SG,100,0.01
NSE,705TN26,22119,705TN26-SG,100,0.01
NSE,708GJ31,2671,708GJ31-SG,100,0.01
NSE,705RJ41,3716,705RJ41-SG,100,0.01
NSE,705RJ31,2245,705RJ31-SG,100,0.01
NSE,705PN31,2135,705PN31-SG,100,0.01
NSE,705NL31,2242,705NL31-SG,100,0.01
NSE,705NL30,21994,705NL30-SG,100,0.01
NSE,705MZ35,316,705MZ35-SG,100,0.01
NSE,705MZ29,8130,705MZ29-SG,100,0.01
NSE,705MN30,21920,705MN30-SG,100,0.01
NSE,705MH32,466,705MH32-SG,100,0.01
NSE,705KL36,5991,705KL36-SG,100,0.01
NSE,708HP34,25830,708HP34-SG,100,0.01
NSE,708JK36,5544,708JK36-SG,100,0.01
NSE,709GJ32,8289,709GJ32-SG,100,0.01
NSE,706KL41,4793,706KL41-SG,100,0.01
NSE,703KA32,6104,703KA32-SG,100,0.01
NSE,704GJ30,20359,704GJ30-SG,100,0.01
NSE,698WB37,6749,698WB37-SG,100,0.01
NSE,698WB36,5697,698WB36-SG,100,0.01
NSE,NDRINVIT,22680,NDRINVIT-IV,200000,0.01
NSE,698WB35,22149,698WB35-SG,100,0.01
NSE,698UP31,5473,698UP31-SG,100,0.01
NSE,698TS41,3577,698TS41-SG,100,0.01
NSE,698TS28,22191,698TS28-SG,100,0.01
NSE,698TR30,22138,698TR30-SG,100,0.01
NSE,698TN31A,5230,698TN31A-SG,100,0.01
NSE,698TN31,5037,698TN31-SG,100,0.01
NSE,699AR30,20861,699AR30-SG,100,0.01
NSE,698RJ31A,6480,698RJ31A-SG,100,0.01
NSE,698PY33,3079,698PY33-SG,100,0.01
NSE,NETF,7838,NETF-EQ,1,0.01
NSE,698PN33,5885,698PN33-SG,100,0.01
NSE,698MP30,21978,698MP30-SG,100,0.01
NSE,698MH28,21939,698MH28-SG,100,0.01
NSE,698JK36,5890,698JK36-SG,100,0.01
NSE,698HR41,2146,698HR41-SG,100,0.01
NSE,NEXT50,17181,NEXT50-EQ,1,0.01
NSE,NEXT50IETF,4529,NEXT50IETF-EQ,1,0.01
NSE,698HR31,5229,698HR31-SG,100,0.01
NSE,698RJ31,6100,698RJ31-SG,100,0.01
NSE,699AS31,6330,699AS31-SG,100,0.01
NSE,699GA30,20862,699GA30-SG,100,0.01
NSE,699GA31,4998,699GA31-SG,100,0.01
NSE,699UP31B,6350,699UP31B-SG,100,0.01
NSE,699UP31A,5174,699UP31A-SG,100,0.01
NSE,699UP31,5038,699UP31-SG,100,0.01
NSE,699TS43,6752,699TS43-SG,100,0.01
NSE,699TS28,22190,699TS28-SG,100,0.01
NSE,699TR36,5892,699TR36-SG,100,0.01
NSE,699TN41,3645,699TN41-SG,100,0.01
NSE,699RJ41,2251,699RJ41-SG,100,0.01
NSE,699PY29,8284,699PY29-SG,100,0.01
NSE,699MP41,6750,699MP41-SG,100,0.01
NSE,699MN30,21922,699MN30-SG,100,0.01
NSE,699MH29,8128,699MH29-SG,100,0.01
NSE,699KL36,5891,699KL36-SG,100,0.01
NSE,699KA28,2735,699KA28-SG,100,0.01
NSE,699JK31,2074,699JK31-SG,100,0.01
NSE,699JH30,22200,699JH30-SG,100,0.01
NSE,699HR31,6211,699HR31-SG,100,0.01
NSE,NAVINIFTY,18668,NAVINIFTY-EQ,1,0.01
NSE,699GS2051,6696,699GS2051-GS,1,0.01
NSE,699GS2026,15046,699GS2026-GS,1,0.01
NSE,699GJ26,21053,699GJ26-SG,100,0.01
NSE,699GA31B,5333,699GA31B-SG,100,0.01
NSE,699GA31A,5027,699GA31A-SG,100,0.01
NSE,698HP32,5538,698HP32-SG,100,0.01
NSE,699WB30,5172,699WB30-SG,100,0.01
NSE,698GJ31,5334,698GJ31-SG,100,0.01
NSE,698BR30,6478,698BR30-SG,100,0.01
NSE,697RJ31,4997,697RJ31-SG,100,0.01
NSE,697RJ30,22057,697RJ30-SG,100,0.01
NSE,697PN40,21789,697PN40-SG,100,0.01
NSE,697PN31,5419,697PN31-SG,100,0.01
NSE,697NL31,5418,697NL31-SG,100,0.01
NSE,697MH28,21946,697MH28-SG,100,0.01
NSE,697KL31,5474,697KL31-SG,100,0.01
NSE,697KA31,311,697KA31-SG,100,0.01
NSE,697KA30,20912,697KA30-SG,100,0.01
NSE,697KA28,20864,697KA28-SG,100,0.01
NSE,697RJ51,2150,697RJ51-SG,100,0.01
NSE,697GS2026,7158,697GS2026-GS,1,0.01
NSE,697GA31,5469,697GA31-SG,100,0.01
NSE,NPBET,12978,NPBET-EQ,1,0.01
NSE,697AS31A,7295,697AS31A-SG,100,0.01
NSE,697AS31,5416,697AS31-SG,100,0.01
NSE,696UP31,7314,696UP31-SG,100,0.01
NSE,696TS51,3391,696TS51-SG,100,0.01
NSE,696TS45,7055,696TS45-SG,100,0.01
NSE,696TN56,3580,696TN56-SG,100,0.01
NSE,696TN51,3578,696TN51-SG,100,0.01
NSE,696TN31,6481,696TN31-SG,100,0.01
NSE,697GR2034,24705,697GR2034-GS,1,0.01
NSE,697RJ51A,2257,697RJ51A-SG,100,0.01
NSE,697TN31,5086,697TN31-SG,100,0.01
NSE,697TN31A,5173,697TN31A-SG,100,0.01
NSE,NHIT,6531,NHIT-IV,200000,0.01
NSE,698AS31A,5468,698AS31A-SG,100,0.01
NSE,698AS31,2134,698AS31-SG,100,0.01
NSE,698AP36,5668,698AP36-SG,100,0.01
NSE,697WB36,2149,697WB36-SG,100,0.01
NSE,NIF100BEES,29577,NIF100BEES-EQ,1,0.01
NSE,NIF100IETF,30392,NIF100IETF-EQ,1,0.01
NSE,NIF10GETF,22524,NIF10GETF-EQ,1,0.01
NSE,NIF5GETF,22521,NIF5GETF-EQ,1,0.01
NSE,NIFITETF,22488,NIFITETF-EQ,1,0.01
NSE,NIFMID150,18347,NIFMID150-EQ,1,0.01
NSE,NIFTY1,18102,NIFTY1-EQ,1,0.01
NSE,NIFTY50ADD,7451,NIFTY50ADD-EQ,1,0.01
NSE,NIFTYBEES,10576,NIFTYBEES-EQ,1,0.01
NSE,NIFTYBETF,21959,NIFTYBETF-EQ,1,0.01
NSE,NIFTYETF,6353,NIFTYETF-EQ,1,0.01
NSE,NIFTYIETF,29553,NIFTYIETF-EQ,1,0.01
NSE,NIFTYQLITY,10690,NIFTYQLITY-EQ,1,0.01
NSE,697UP31A,6099,697UP31A-SG,100,0.01
NSE,697UP31,5421,697UP31-SG,100,0.01
NSE,697TN46,3647,697TN46-SG,100,0.01
NSE,697TN31C,6096,697TN31C-SG,100,0.01
NSE,697TN31B,5417,697TN31B-SG,100,0.01
NSE,698GA31,7296,698GA31-SG,100,0.01
NSE,699WB31,5470,699WB31-SG,100,0.01
NSE,699WB35,620,699WB35-SG,100,0.01
NSE,699WB36,3089,699WB36-SG,100,0.01
NSE,LIQUIDETF,1927,LIQUIDETF-EQ,1,0.01
NSE,703HR40,21236,703HR40-SG,100,0.01
NSE,703HP31,7519,703HP31-SG,100,0.01
NSE,703CG30,25484,703CG30-SG,100,0.01
NSE,703AS31,7512,703AS31-SG,100,0.01
NSE,703AP40,475,703AP40-SG,100,0.01
NSE,702WB31,5039,702WB31-SG,100,0.01
NSE,702UP31,5335,702UP31-SG,100,0.01
NSE,702TN31,7533,702TN31-SG,100,0.01
NSE,702TN30,8287,702TN30-SG,100,0.01
NSE,703KL30,21915,703KL30-SG,100,0.01
NSE,MNC,10676,MNC-EQ,1,0.01
NSE,702PN28,2668,702PN28-SG,100,0.01
NSE,702ML41,5570,702ML41-SG,100,0.01
NSE,702MH29,2670,702MH29-SG,100,0.01
NSE,MOGSEC,1507,MOGSEC-EQ,1,0.01
NSE,MOHEALTH,10508,MOHEALTH-EQ,1,0.01
NSE,702KL28,2537,702KL28-SG,100,0.01
NSE,702KA33,7305,702KA33-SG,100,0.01
NSE,702KA31,7524,702KA31-SG,100,0.01
NSE,702HR29,2539,702HR29-SG,100,0.01
NSE,702HP36,2236,702HP36-SG,100,0.01
NSE,MODEFENCE,24944,MODEFENCE-EQ,1,0.01
NSE,703MN31,6479,703MN31-SG,100,0.01
NSE,703MP31,2239,703MP31-SG,100,0.01
NSE,703NL30,21997,703NL30-SG,100,0.01
NSE,METAL,25744,METAL-EQ,1,0.01
NSE,METALIETF,24861,METALIETF-EQ,1,0.01
NSE,704AP41,3692,704AP41-SG,100,0.01
NSE,704AP40,3689,704AP40-SG,100,0.01
NSE,704AP34,5967,704AP34-SG,100,0.01
NSE,703UP30,22087,703UP30-SG,100,0.01
NSE,703TS51,4556,703TS51-SG,100,0.01
NSE,703TN51,3722,703TN51-SG,100,0.01
NSE,703TN46,3719,703TN46-SG,100,0.01
NSE,703TN30,8321,703TN30-SG,100,0.01
NSE,703TN29,25212,703TN29-SG,100,0.01
NSE,703RJ36,2248,703RJ36-SG,100,0.01
NSE,703RJ31,7531,703RJ31-SG,100,0.01
NSE,MID150BEES,8506,MID150BEES-EQ,1,0.01
NSE,MID150CASE,24077,MID150CASE-EQ,1,0.01
NSE,MIDCAP,8077,MIDCAP-EQ,1,0.01
NSE,MIDCAPETF,8413,MIDCAPETF-EQ,1,0.01
NSE,MIDCAPIETF,17152,MIDCAPIETF-EQ,1,0.01
NSE,703RJ30,22076,703RJ30-SG,100,0.01
NSE,MIDQ50ADD,7456,MIDQ50ADD-EQ,1,0.01
NSE,MIDSELIETF,17702,MIDSELIETF-EQ,1,0.01
NSE,MIDSMALL,23855,MIDSMALL-EQ,1,0.01
NSE,703PY28,22029,703PY28-SG,100,0.01
NSE,702GS2031,24072,702GS2031-GS,1,0.01
NSE,MOLOWVOL,8654,MOLOWVOL-EQ,1,0.01
NSE,MOM100,21423,MOM100-EQ,1,0.01
NSE,MOM30IETF,10585,MOM30IETF-EQ,1,0.01
NSE,69UK30A,309,69UK30A-SG,100,0.01
NSE,69UK30,22172,69UK30-SG,100,0.01
NSE,69TN31,5997,69TN31-SG,100,0.01
NSE,69RJ32,4764,69RJ32-SG,100,0.01
NSE,69PY29,291,69PY29-SG,100,0.01
NSE,69PY28,7893,69PY28-SG,100,0.01
NSE,69MZ33,3523,69MZ33-SG,100,0.01
NSE,69MN30,21926,69MN30-SG,100,0.01
NSE,69ML30,306,69ML30-SG,100,0.01
NSE,69KA31,6743,69KA31-SG,100,0.01
NSE,69KA30,20154,69KA30-SG,100,0.01
NSE,69KA27,25699,69KA27-SG,100,0.01
NSE,69JK33,3392,69JK33-SG,100,0.01
NSE,69HP30,446,69HP30-SG,100,0.01
NSE,MULTICAP,25080,MULTICAP-EQ,1,0.01
NSE,69GJ30,3064,69GJ30-SG,100,0.01
NSE,69GA30A,440,69GA30A-SG,100,0.01
NSE,69GA30,20148,69GA30-SG,100,0.01
NSE,69AS30A,294,69AS30A-SG,100,0.01
NSE,69AS30,20155,69AS30-SG,100,0.01
NSE,69AP39,3385,69AP39-SG,100,0.01
NSE,69AP32,2081,69AP32-SG,100,0.01
NSE,699WB36A,5895,699WB36A-SG,100,0.01
NSE,69UP30,307,69UP30-SG,100,0.01
NSE,704GS2029,23919,704GS2029-GS,1,0.01
NSE,6AP25,20920,6AP25-SG,100,0.01
NSE,701AP39,3762,701AP39-SG,100,0.01
NSE,MOM50,19289,MOM50-EQ,1,0.01
NSE,MOMENTUM,10693,MOMENTUM-EQ,1,0.01
NSE,MOMENTUM50,25606,MOMENTUM50-EQ,1,0.01
NSE,MOMOMENTUM,8182,MOMOMENTUM-EQ,1,0.01
NSE,MON100,22739,MON100-EQ,1,0.01
NSE,702GS2027,23854,702GS2027-GS,1,0.01
NSE,MONIFTY500,19237,MONIFTY500-EQ,1,0.01
NSE,702BR30,21375,702BR30-SG,100,0.01
NSE,MONQ50,7422,MONQ50-EQ,1,0.01
NSE,702AS30,20851,702AS30-SG,100,0.01
NSE,MOQUALITY,10822,MOQUALITY-EQ,1,0.01
NSE,702AP41,5569,702AP41-SG,100,0.01
NSE,MOREALTY,23184,MOREALTY-EQ,1,0.01
NSE,702AP37,6352,702AP37-SG,100,0.01
